,nn_1_train_AETOTAL,nn_1_test_AETOTAL,nn_2_train_AETOTAL,nn_2_test_AETOTAL,nn_3_train_AETOTAL,nn_3_test_AETOTAL,nn_1_train_OverweightPreoccupationTotal,nn_1_test_OverweightPreoccupationTotal,nn_2_train_OverweightPreoccupationTotal,nn_2_test_OverweightPreoccupationTotal,nn_3_train_OverweightPreoccupationTotal,nn_3_test_OverweightPreoccupationTotal,nn_1_train_OverweightPreoccupation3Diet,nn_1_test_OverweightPreoccupation3Diet,nn_2_train_OverweightPreoccupation3Diet,nn_2_test_OverweightPreoccupation3Diet,nn_3_train_OverweightPreoccupation3Diet,nn_3_test_OverweightPreoccupation3Diet,nn_1_train_OverweightPreoccupation4TriedFasting,nn_1_test_OverweightPreoccupation4TriedFasting,nn_2_train_OverweightPreoccupation4TriedFasting,nn_2_test_OverweightPreoccupation4TriedFasting,nn_3_train_OverweightPreoccupation4TriedFasting,nn_3_test_OverweightPreoccupation4TriedFasting,nn_1_train_BIQLITotal,nn_1_test_BIQLITotal,nn_2_train_BIQLITotal,nn_2_test_BIQLITotal,nn_3_train_BIQLITotal,nn_3_test_BIQLITotal
0,0.649513883307957,0.5582917441504669,0.6451826531305829,0.5569418640376924,0.6178282146051892,0.5639720294309489,0.6322790249159131,0.553181302125479,0.6225256379797989,0.5467404133908582,0.6040326633674209,0.5664116483342219,0.4222086890395568,0.24182611227381323,0.39637065116002923,0.2402051355452306,0.3749024656393509,0.29340448045407574,0.3776572601610928,0.24872241090388603,0.3695711395828246,0.2250357694199171,0.34514548213139296,0.2253503253697775,0.5242084767593351,0.46707586382322286,0.5272692075663186,0.4650280150934073,0.5068529541907582,0.46522065971579185
1,0.6543220997578719,0.5832984108718017,0.6459324303120694,0.6121310330447653,0.6192756446376328,0.5888120547604324,0.6404546484555824,0.49885250709876894,0.6287502700919283,0.537673455224128,0.6075238083131457,0.5671663328183827,0.4220426166733915,0.2467392885765577,0.40807923193357853,0.30481280390876864,0.38489686283301205,0.29796983164375745,0.38081420397648447,0.20291129385506523,0.36668873260689505,0.23815332769694864,0.342002608381497,0.30133013757817895,0.5342128168286464,0.4292512593194673,0.5182865637061721,0.45717120884167073,0.5082448792531554,0.43186037744994277
2,0.6447994806073365,0.5443510249265153,0.6445707516778867,0.540316271518511,0.6217218302025662,0.574384120957353,0.635989717307279,0.5419191398133782,0.6241262349582383,0.5786309833202045,0.602795933226899,0.5951707118337699,0.4198195325076308,0.28291903217290093,0.4127723252697246,0.26260238644156275,0.37853891747088986,0.31180743286734824,0.3862874106725086,0.21108028046489613,0.3601683579103302,0.20844284271834324,0.3408406273036867,0.2054171200495275,0.5425135263622133,0.44294456556230044,0.5269520314411831,0.40150063264241864,0.5073664185008437,0.4181480734760801
3,0.6537956959232855,0.5663093450150579,0.6387607104610538,0.5512693782648119,0.618140313630007,0.6096401420123815,0.6298623480351528,0.550860366578483,0.6237840347500354,0.5564295075727724,0.6104725311732675,0.5335740121215388,0.4272788482396407,0.2468310231504438,0.40993186752884103,0.2604219814606378,0.38434023131309447,0.30904569449860353,0.3857636408727404,0.1960310308272748,0.36981463765987543,0.24103586134976762,0.3398052500685128,0.29095947180379245,0.5373614871915406,0.43509920193580054,0.5356912481152167,0.4104229335687344,0.503035290543683,0.42643735331978183
4,0.6508393377857273,0.5161347279224308,0.640159335681099,0.5599388785800621,0.6248266352406823,0.5628516580011783,0.6332979565948194,0.5282121813669285,0.6308638087300232,0.5261338160166121,0.6091701601865076,0.5353350257975602,0.41577586249414555,0.29141872265834134,0.3884496688951089,0.3564153246846098,0.3847168667491411,0.2856979169509837,0.38872902104088713,0.19202070128247672,0.3555904471383563,0.2723135680412585,0.33152415383149714,0.2566222523172199,0.526136185364696,0.3796830432646451,0.5292439096919345,0.444028945649628,0.5118418748924192,0.4573199861928191
5,0.6496074796077599,0.5952246886264645,0.6371883097925768,0.5865727900633642,-0.005320533058065902,-0.05012349075546729,0.6361431461850273,0.5259556521333415,0.6244328488840165,0.5542753379624051,0.6123509245801704,0.5453194175199474,0.41070472391971846,0.2869595804239423,0.40622813225268717,0.30859971795120567,0.379491644032806,0.33580368570599606,0.38166253891783597,0.25103751969680344,0.36625436857433225,0.277501245904463,0.3421373258606729,0.27738294454519796,0.538100196386318,0.41195857718556583,0.522054154065537,0.455076889509039,0.5120672315744514,0.46496725352306323
6,0.6489872957117079,0.5701579127947283,0.6393418863083871,0.5708784126732347,0.6185310126108557,0.5427953173254269,0.6329004771424318,0.5452079470331541,0.621208013779504,0.563789611962163,0.5994920341403804,0.5514638861530587,0.42145858913328116,0.2537124866068682,0.40769083234027026,0.27471954151834665,0.3786352625164624,0.3217425133798669,0.3897858536375156,0.2110316935005606,0.36755478043802536,0.2356090620041974,0.34719581654525866,0.2437504158448156,0.5353169882385296,0.4664589503768243,0.5261770250387403,0.4501517832210886,0.5036205357380579,0.42043603975432275
7,0.6489368790110739,0.578391950085932,0.6332188784717369,0.576391930008501,0.6270585704099669,0.5949723727363395,0.6315159686378441,0.584557169302147,0.6146523554642274,0.5191291536937056,0.6101498252987401,0.5629687177687364,0.4230378352675339,0.22519566406382807,0.4171512892350623,0.2439229557675302,0.3839228899499476,0.31037002717897333,0.37752297186571715,0.22743438924545567,0.3721074993611164,0.23409884203226128,0.3397975716429543,0.2817870708002661,0.5374285963608815,0.4741679625795464,0.5318897193708848,0.4385097284885612,0.5023188538429401,0.42915080021361585
8,0.6527920543072677,0.5749120033572954,0.6486447274538509,0.5593951718680026,0.6216879734652306,0.5806967313454259,0.6301110168353647,0.5482226481148664,0.6236852018199165,0.53499589837231,0.6064886220312262,0.5629486803208723,0.4122507606560293,0.2837408645328853,0.401329351239858,0.325895441095007,0.38199321143149834,0.2938811130698292,0.37293943962480824,0.24618943844314356,0.3679651378249533,0.24174598404695824,0.34167910750542785,0.2802675803498931,0.5394913833189117,0.400106258839255,0.5244431482541062,0.4300950621247982,0.5085744516317212,0.49992365140080663
9,0.64702409102701,0.5647839026107067,0.6455042146085177,0.5655016167934974,0.620206650951352,0.5718042470327989,0.632112093797383,0.5304978813291205,0.6230654587183561,0.5670729771576137,0.6125614230449234,0.5679908906308289,0.4046292068231252,0.285153459081387,0.39507152823884883,0.30877128238377527,0.380831323353262,0.32514888721878255,0.3879878609944649,0.26461215641657176,0.3692031428816378,0.1731324131845826,0.3502280482293536,0.23215540294555814,0.5390332814204436,0.4208388192757959,0.534297046376532,0.40848349425231156,0.5100609440523142,0.46701203210232567
