lr_man,lr_woman,rf_man,rf_woman
0.5026563091,0.5436023186,0.5298709543,0.5670041339
0.47866026110000004,0.5320608828,0.5076456596,0.5545897506
0.26295790280000003,0.2496184879,0.2995480301999999,0.2893720871
0.25490208929999997,0.2176513065,0.2568415683,0.23287904099999998
0.39992195100000005,0.4302818097,0.41758267700000007,0.44164834519999996
